Mois,Code canal,Type opération,Résultat,Motif échec,Type et motif,Tentatives,Montant demandé
2026-03-01,WEB,Virement,Réussite,Aucun,Virement,352,210661.0
2026-03-01,PARTNER,Connexion,Réussite,Aucun,Connexion,425,0.0
2026-03-01,PARTNER,Consultation du solde,Réussite,Aucun,Consultation du solde,287,0.0
2026-03-01,PARTNER,Virement,Réussite,Aucun,Virement,80,44664.0
2026-03-01,MOBILE,Virement,Échec,solde insuffisant,Virement : solde insuffisant,71,115754.0
2026-03-01,MOBILE,Ouverture de compte,Réussite,Aucun,Ouverture de compte,61,0.0
2026-03-01,MOBILE,Connexion,Échec,code PIN erroné,Connexion : code PIN erroné,113,0.0
2026-03-01,PARTNER,Retrait,Réussite,Aucun,Retrait,76,50308.7
2026-03-01,PARTNER,Virement,Échec,solde insuffisant,Virement : solde insuffisant,7,11051.0
2026-03-01,WEB,Virement,Échec,solde insuffisant,Virement : solde insuffisant,31,109101.0
2026-03-01,WEB,Ouverture de compte,Réussite,Aucun,Ouverture de compte,36,0.0
2026-03-01,MOBILE,Retrait,Échec,solde insuffisant,Retrait : solde insuffisant,15,150.0
2026-03-01,WEB,Virement,Échec,montant invalide,Virement : montant invalide,1,0.0
2026-03-01,PARTNER,Virement,Échec,numéro de carte invalide,Virement : numéro de carte invalide,6,5693.0
2026-03-01,WEB,Virement,Échec,numéro de carte invalide,Virement : numéro de carte invalide,12,3416.0
2026-03-01,MOBILE,Virement,Échec,bénéficiaire clôturé,Virement : bénéficiaire clôturé,7,7350.0
2026-03-01,MOBILE,Clôture de compte,Réussite,Aucun,Clôture de compte,4,0.0
2026-03-01,PARTNER,Virement,Échec,montant invalide,Virement : montant invalide,1,0.0
2026-03-01,PARTNER,Connexion,Échec,code PIN erroné,Connexion : code PIN erroné,14,0.0
2026-03-01,WEB,Virement,Échec,virement vers soi-même,Virement : virement vers soi-même,3,1981.0
2026-03-01,MOBILE,Virement,Échec,carte inconnue,Virement : carte inconnue,4,8665.0
2026-03-01,WEB,Virement,Échec,bénéficiaire clôturé,Virement : bénéficiaire clôturé,2,1011.0
2026-03-01,MOBILE,Dépôt,Échec,montant invalide,Dépôt : montant invalide,1,0.0
2026-03-01,MOBILE,Virement,Échec,virement vers soi-même,Virement : virement vers soi-même,3,569.0
2026-03-01,MOBILE,Virement,Échec,montant invalide,Virement : montant invalide,1,0.0
2026-03-01,WEB,Virement,Échec,carte inconnue,Virement : carte inconnue,3,580.0
2026-03-01,PARTNER,Clôture de compte,Réussite,Aucun,Clôture de compte,1,0.0
2026-03-01,PARTNER,Virement,Échec,carte inconnue,Virement : carte inconnue,1,272.0
2026-03-01,WEB,Clôture de compte,Réussite,Aucun,Clôture de compte,1,0.0
2026-03-01,PARTNER,Retrait,Échec,solde insuffisant,Retrait : solde insuffisant,1,10.0
2026-03-01,PARTNER,Virement,Échec,bénéficiaire clôturé,Virement : bénéficiaire clôturé,1,380.0
2026-03-01,WEB,Retrait,Échec,solde insuffisant,Retrait : solde insuffisant,1,10.0
2026-04-01,MOBILE,Connexion,Réussite,Aucun,Connexion,3573,0.0
2026-04-01,MOBILE,Consultation du solde,Réussite,Aucun,Consultation du solde,2366,0.0
2026-04-01,MOBILE,Paiement carte,Réussite,Aucun,Paiement carte,6303,258815.8
2026-04-01,WEB,Ouverture de compte,Réussite,Aucun,Ouverture de compte,42,0.0
2026-04-01,WEB,Paiement carte,Réussite,Aucun,Paiement carte,3348,141922.64
2026-04-01,MOBILE,Dépôt,Réussite,Aucun,Dépôt,846,936650.57
2026-04-01,PARTNER,Dépôt,Réussite,Aucun,Dépôt,94,102704.57
2026-04-01,WEB,Dépôt,Réussite,Aucun,Dépôt,493,566297.34
2026-04-01,MOBILE,Retrait,Réussite,Aucun,Retrait,668,485341.02
2026-04-01,MOBILE,Clôture de compte,Réussite,Aucun,Clôture de compte,9,0.0
2026-04-01,UNKNOWN,Connexion,Échec,numéro de carte invalide,Connexion : numéro de carte invalide,154,0.0
2026-04-01,WEB,Connexion,Réussite,Aucun,Connexion,1960,0.0
2026-04-01,WEB,Consultation du solde,Réussite,Aucun,Consultation du solde,1329,0.0
2026-04-01,PARTNER,Connexion,Réussite,Aucun,Connexion,440,0.0
2026-04-01,PARTNER,Consultation du solde,Réussite,Aucun,Consultation du solde,297,0.0
2026-04-01,PARTNER,Paiement carte,Réussite,Aucun,Paiement carte,753,28784.65
2026-04-01,MOBILE,Virement,Réussite,Aucun,Virement,711,383481.0
2026-04-01,WEB,Virement,Réussite,Aucun,Virement,398,234923.0
2026-04-01,MOBILE,Virement,Échec,solde insuffisant,Virement : solde insuffisant,82,144764.0
2026-04-01,WEB,Retrait,Réussite,Aucun,Retrait,329,266338.18
2026-04-01,MOBILE,Ouverture de compte,Réussite,Aucun,Ouverture de compte,69,0.0
2026-04-01,MOBILE,Paiement carte,Échec,solde insuffisant,Paiement carte : solde insuffisant,325,21802.94
2026-04-01,WEB,Paiement carte,Échec,solde insuffisant,Paiement carte : solde insuffisant,204,13143.27
2026-04-01,WEB,Clôture de compte,Réussite,Aucun,Clôture de compte,4,0.0
2026-04-01,MOBILE,Virement,Échec,numéro de carte invalide,Virement : numéro de carte invalide,32,24976.0
2026-04-01,PARTNER,Virement,Réussite,Aucun,Virement,89,50443.0
2026-04-01,PARTNER,Retrait,Réussite,Aucun,Retrait,75,63332.58
2026-04-01,PARTNER,Virement,Échec,solde insuffisant,Virement : solde insuffisant,16,28618.0
2026-04-01,MOBILE,Connexion,Échec,code PIN erroné,Connexion : code PIN erroné,126,0.0
2026-04-01,WEB,Virement,Échec,numéro de carte invalide,Virement : numéro de carte invalide,17,21549.0
2026-04-01,WEB,Virement,Échec,solde insuffisant,Virement : solde insuffisant,39,63177.0
2026-04-01,WEB,Dépôt,Échec,montant invalide,Dépôt : montant invalide,2,0.0
2026-04-01,WEB,Connexion,Échec,code PIN erroné,Connexion : code PIN erroné,66,0.0
2026-04-01,MOBILE,Virement,Échec,bénéficiaire clôturé,Virement : bénéficiaire clôturé,5,823.0
2026-04-01,PARTNER,Connexion,Échec,code PIN erroné,Connexion : code PIN erroné,15,0.0
2026-04-01,WEB,Virement,Échec,montant invalide,Virement : montant invalide,3,0.0
2026-04-01,PARTNER,Paiement carte,Échec,solde insuffisant,Paiement carte : solde insuffisant,54,2704.25
2026-04-01,PARTNER,Clôture de compte,Réussite,Aucun,Clôture de compte,3,0.0
2026-04-01,WEB,Virement,Échec,bénéficiaire clôturé,Virement : bénéficiaire clôturé,2,230.0
2026-04-01,MOBILE,Virement,Échec,carte inconnue,Virement : carte inconnue,4,5174.0
2026-04-01,PARTNER,Ouverture de compte,Réussite,Aucun,Ouverture de compte,11,0.0
2026-04-01,MOBILE,Virement,Échec,montant invalide,Virement : montant invalide,1,0.0
2026-04-01,MOBILE,Retrait,Échec,solde insuffisant,Retrait : solde insuffisant,10,100.0
2026-04-01,WEB,Virement,Échec,carte inconnue,Virement : carte inconnue,2,1142.0
2026-04-01,PARTNER,Virement,Échec,numéro de carte invalide,Virement : numéro de carte invalide,3,1166.0
2026-04-01,PARTNER,Virement,Échec,carte inconnue,Virement : carte inconnue,1,1764.0
2026-04-01,UNKNOWN,Connexion,Échec,carte inconnue,Connexion : carte inconnue,1,0.0
2026-04-01,MOBILE,Virement,Échec,virement vers soi-même,Virement : virement vers soi-même,1,916.0
2026-04-01,WEB,Retrait,Échec,solde insuffisant,Retrait : solde insuffisant,3,30.0
2026-04-01,MOBILE,Dépôt,Échec,montant invalide,Dépôt : montant invalide,2,0.0
2026-05-01,MOBILE,Paiement carte,Échec,solde insuffisant,Paiement carte : solde insuffisant,426,25390.17
2026-05-01,WEB,Paiement carte,Réussite,Aucun,Paiement carte,3723,152259.98
2026-05-01,MOBILE,Connexion,Réussite,Aucun,Connexion,3943,0.0
2026-05-01,MOBILE,Virement,Réussite,Aucun,Virement,791,432206.0
2026-05-01,MOBILE,Consultation du solde,Réussite,Aucun,Consultation du solde,2599,0.0
2026-05-01,WEB,Connexion,Réussite,Aucun,Connexion,2127,0.0
2026-05-01,WEB,Consultation du solde,Réussite,Aucun,Consultation du solde,1409,0.0
2026-05-01,PARTNER,Connexion,Réussite,Aucun,Connexion,489,0.0
2026-05-01,PARTNER,Dépôt,Réussite,Aucun,Dépôt,133,118368.26
2026-05-01,WEB,Ouverture de compte,Réussite,Aucun,Ouverture de compte,32,0.0
2026-05-01,MOBILE,Dépôt,Réussite,Aucun,Dépôt,960,1042685.89
2026-05-01,PARTNER,Paiement carte,Réussite,Aucun,Paiement carte,776,33291.59
2026-05-01,MOBILE,Paiement carte,Réussite,Aucun,Paiement carte,6704,278520.77
2026-05-01,WEB,Dépôt,Réussite,Aucun,Dépôt,530,614210.86
2026-05-01,MOBILE,Connexion,Échec,code PIN erroné,Connexion : code PIN erroné,157,0.0
2026-05-01,WEB,Paiement carte,Échec,solde insuffisant,Paiement carte : solde insuffisant,189,13175.46
2026-05-01,MOBILE,Retrait,Réussite,Aucun,Retrait,736,539879.89
2026-05-01,MOBILE,Virement,Échec,numéro de carte invalide,Virement : numéro de carte invalide,39,23497.0
2026-05-01,WEB,Virement,Réussite,Aucun,Virement,426,270078.0
2026-05-01,PARTNER,Virement,Réussite,Aucun,Virement,101,51293.0
2026-05-01,MOBILE,Ouverture de compte,Réussite,Aucun,Ouverture de compte,75,0.0
2026-05-01,WEB,Retrait,Réussite,Aucun,Retrait,406,314503.35
2026-05-01,PARTNER,Consultation du solde,Réussite,Aucun,Consultation du solde,325,0.0
2026-05-01,MOBILE,Clôture de compte,Réussite,Aucun,Clôture de compte,11,0.0
2026-05-01,PARTNER,Paiement carte,Échec,solde insuffisant,Paiement carte : solde insuffisant,57,4422.47
2026-05-01,WEB,Virement,Échec,solde insuffisant,Virement : solde insuffisant,42,73525.0
2026-05-01,UNKNOWN,Connexion,Échec,numéro de carte invalide,Connexion : numéro de carte invalide,131,0.0
2026-05-01,WEB,Connexion,Échec,code PIN erroné,Connexion : code PIN erroné,72,0.0
2026-05-01,MOBILE,Virement,Échec,bénéficiaire clôturé,Virement : bénéficiaire clôturé,15,5210.0
2026-05-01,PARTNER,Retrait,Réussite,Aucun,Retrait,71,61362.15
2026-05-01,WEB,Retrait,Échec,solde insuffisant,Retrait : solde insuffisant,5,50.0
2026-05-01,WEB,Virement,Échec,carte inconnue,Virement : carte inconnue,2,906.0
2026-05-01,MOBILE,Virement,Échec,solde insuffisant,Virement : solde insuffisant,75,155437.0
2026-05-01,PARTNER,Dépôt,Échec,montant invalide,Dépôt : montant invalide,1,0.0
2026-05-01,WEB,Virement,Échec,virement vers soi-même,Virement : virement vers soi-même,5,8097.0
2026-05-01,MOBILE,Retrait,Échec,solde insuffisant,Retrait : solde insuffisant,10,100.0
2026-05-01,PARTNER,Ouverture de compte,Réussite,Aucun,Ouverture de compte,14,0.0
2026-05-01,WEB,Dépôt,Échec,montant invalide,Dépôt : montant invalide,2,0.0
2026-05-01,PARTNER,Connexion,Échec,code PIN erroné,Connexion : code PIN erroné,14,0.0
2026-05-01,PARTNER,Virement,Échec,solde insuffisant,Virement : solde insuffisant,10,18303.0
2026-05-01,WEB,Virement,Échec,numéro de carte invalide,Virement : numéro de carte invalide,23,19239.0
2026-05-01,MOBILE,Virement,Échec,montant invalide,Virement : montant invalide,1,0.0
2026-05-01,PARTNER,Retrait,Échec,solde insuffisant,Retrait : solde insuffisant,1,10.0
2026-05-01,MOBILE,Virement,Échec,virement vers soi-même,Virement : virement vers soi-même,5,1661.0
2026-05-01,WEB,Clôture de compte,Réussite,Aucun,Clôture de compte,3,0.0
2026-05-01,WEB,Virement,Échec,bénéficiaire clôturé,Virement : bénéficiaire clôturé,4,509.0
2026-05-01,MOBILE,Virement,Échec,carte inconnue,Virement : carte inconnue,3,2067.0
2026-05-01,PARTNER,Virement,Échec,bénéficiaire clôturé,Virement : bénéficiaire clôturé,1,1395.0
2026-05-01,PARTNER,Virement,Échec,numéro de carte invalide,Virement : numéro de carte invalide,6,737.0
2026-05-01,PARTNER,Virement,Échec,virement vers soi-même,Virement : virement vers soi-même,1,368.0
2026-05-01,MOBILE,Dépôt,Échec,montant invalide,Dépôt : montant invalide,1,0.0
2026-05-01,PARTNER,Clôture de compte,Réussite,Aucun,Clôture de compte,2,0.0
2026-06-01,MOBILE,Connexion,Réussite,Aucun,Connexion,3993,0.0
2026-06-01,WEB,Paiement carte,Réussite,Aucun,Paiement carte,4232,177024.19
2026-06-01,MOBILE,Virement,Réussite,Aucun,Virement,833,490136.0
2026-06-01,WEB,Connexion,Réussite,Aucun,Connexion,2292,0.0
2026-06-01,WEB,Virement,Réussite,Aucun,Virement,477,320491.0
2026-06-01,MOBILE,Paiement carte,Réussite,Aucun,Paiement carte,7607,311026.55
2026-06-01,PARTNER,Paiement carte,Réussite,Aucun,Paiement carte,836,31410.72
2026-06-01,MOBILE,Paiement carte,Échec,solde insuffisant,Paiement carte : solde insuffisant,452,31997.18
2026-06-01,MOBILE,Consultation du solde,Réussite,Aucun,Consultation du solde,2675,0.0
2026-06-01,MOBILE,Dépôt,Réussite,Aucun,Dépôt,989,1091902.9
2026-06-01,WEB,Dépôt,Réussite,Aucun,Dépôt,549,689505.43
2026-06-01,PARTNER,Dépôt,Réussite,Aucun,Dépôt,142,126689.05
2026-06-01,PARTNER,Paiement carte,Échec,solde insuffisant,Paiement carte : solde insuffisant,68,5401.16
2026-06-01,WEB,Consultation du solde,Réussite,Aucun,Consultation du solde,1550,0.0
2026-06-01,MOBILE,Retrait,Réussite,Aucun,Retrait,710,570408.35
2026-06-01,WEB,Ouverture de compte,Réussite,Aucun,Ouverture de compte,45,0.0
2026-06-01,PARTNER,Connexion,Réussite,Aucun,Connexion,512,0.0
2026-06-01,PARTNER,Consultation du solde,Réussite,Aucun,Consultation du solde,345,0.0
2026-06-01,MOBILE,Virement,Échec,bénéficiaire clôturé,Virement : bénéficiaire clôturé,11,2670.0
2026-06-01,MOBILE,Connexion,Échec,code PIN erroné,Connexion : code PIN erroné,131,0.0
2026-06-01,UNKNOWN,Connexion,Échec,numéro de carte invalide,Connexion : numéro de carte invalide,130,0.0
2026-06-01,MOBILE,Virement,Échec,solde insuffisant,Virement : solde insuffisant,84,154211.0
2026-06-01,WEB,Paiement carte,Échec,solde insuffisant,Paiement carte : solde insuffisant,216,13207.01
2026-06-01,MOBILE,Virement,Échec,numéro de carte invalide,Virement : numéro de carte invalide,40,24031.0
2026-06-01,PARTNER,Virement,Échec,bénéficiaire clôturé,Virement : bénéficiaire clôturé,2,681.0
2026-06-01,WEB,Retrait,Réussite,Aucun,Retrait,383,319851.45
2026-06-01,PARTNER,Virement,Échec,solde insuffisant,Virement : solde insuffisant,10,18267.0
2026-06-01,PARTNER,Virement,Réussite,Aucun,Virement,104,47324.0
2026-06-01,PARTNER,Virement,Échec,numéro de carte invalide,Virement : numéro de carte invalide,3,601.0
2026-06-01,WEB,Connexion,Échec,code PIN erroné,Connexion : code PIN erroné,81,0.0
2026-06-01,PARTNER,Connexion,Échec,code PIN erroné,Connexion : code PIN erroné,24,0.0
2026-06-01,WEB,Virement,Échec,numéro de carte invalide,Virement : numéro de carte invalide,22,50018.0
2026-06-01,MOBILE,Retrait,Échec,solde insuffisant,Retrait : solde insuffisant,4,40.0
2026-06-01,WEB,Virement,Échec,solde insuffisant,Virement : solde insuffisant,43,112304.0
2026-06-01,PARTNER,Retrait,Réussite,Aucun,Retrait,79,57378.59
2026-06-01,PARTNER,Ouverture de compte,Réussite,Aucun,Ouverture de compte,24,0.0
2026-06-01,MOBILE,Ouverture de compte,Réussite,Aucun,Ouverture de compte,69,0.0
2026-06-01,PARTNER,Retrait,Échec,solde insuffisant,Retrait : solde insuffisant,1,10.0
2026-06-01,WEB,Virement,Échec,virement vers soi-même,Virement : virement vers soi-même,5,4831.0
2026-06-01,WEB,Virement,Échec,bénéficiaire clôturé,Virement : bénéficiaire clôturé,2,1983.0
2026-06-01,MOBILE,Dépôt,Échec,montant invalide,Dépôt : montant invalide,3,0.0
2026-06-01,MOBILE,Clôture de compte,Réussite,Aucun,Clôture de compte,5,0.0
2026-06-01,WEB,Retrait,Échec,solde insuffisant,Retrait : solde insuffisant,10,100.0
2026-06-01,PARTNER,Virement,Échec,carte inconnue,Virement : carte inconnue,1,624.0
2026-06-01,MOBILE,Virement,Échec,carte inconnue,Virement : carte inconnue,1,733.0
2026-06-01,WEB,Clôture de compte,Réussite,Aucun,Clôture de compte,2,0.0
2026-06-01,WEB,Dépôt,Échec,montant invalide,Dépôt : montant invalide,2,0.0
2026-06-01,UNKNOWN,Connexion,Échec,carte inconnue,Connexion : carte inconnue,1,0.0
2026-06-01,WEB,Virement,Échec,carte inconnue,Virement : carte inconnue,1,215.0
2026-06-01,MOBILE,Virement,Échec,montant invalide,Virement : montant invalide,1,0.0
2026-06-01,WEB,Virement,Échec,montant invalide,Virement : montant invalide,1,0.0
2026-06-01,PARTNER,Clôture de compte,Réussite,Aucun,Clôture de compte,1,0.0
