account_id,segment,R,F,M,recency_days,frequency_180d,card_spend_180d,balance_at_period_end
1257,Champions,5,5,5,0,188,3970.63,463.32
1258,Clients réguliers,5,3,3,0,73,810.3,57.7
1261,Champions,5,4,4,0,168,2762.6,96.4
1262,Champions,5,4,4,2,92,1304.09,36.91
1263,Champions,5,4,5,1,142,3640.55,1762.81
1265,Champions,5,4,4,3,145,2941.84,370.65
1266,Clients réguliers,4,3,3,13,72,998.91,412.09
1267,Clients réguliers,5,3,2,2,67,700.6,972.4
1268,Champions,5,4,4,2,134,2121.47,19.22
1269,Épargnants peu actifs,4,2,2,18,47,477.14,7228.86
1270,Épargnants peu actifs,5,1,1,4,13,26.24,5082.76
1271,Champions,5,4,5,1,143,3877.37,30.22
1272,Champions,5,4,5,0,169,4106.23,84.74
1273,Endormis,1,1,2,106,15,285.89,1172.11
1275,Clients réguliers,5,3,3,5,81,896.37,852.63
1276,Clients réguliers,5,3,2,0,65,651.0,1016.0
1277,Clients réguliers,5,4,3,1,84,980.73,1061.27
1279,Clients réguliers,5,3,2,0,70,629.81,777.19
1280,Clients réguliers,5,3,3,0,67,1162.27,715.73
1281,Occasionnels,5,2,2,6,53,646.92,121.08
1283,À risque,2,2,2,80,30,409.21,841.79
1285,Clients réguliers,5,3,1,1,61,280.38,7.62
1286,Clients réguliers,5,3,4,4,76,1397.93,1641.07
1287,Champions,5,5,5,0,193,4429.44,679.2
1288,Occasionnels,5,2,1,0,41,233.32,6.68
1289,Champions,5,4,4,1,113,2270.01,1816.14
1290,Occasionnels,5,1,1,0,9,44.89,539.11
1291,Clients réguliers,5,4,2,5,92,640.35,9353.65
1292,Clients réguliers,5,3,2,5,61,565.11,2128.89
1293,Champions,5,4,5,0,147,3721.57,593.63
1294,Clients réguliers,5,3,3,1,63,1144.16,2807.84
1295,Endormis,1,2,1,94,29,244.48,3.52
1296,Endormis,1,1,1,91,25,172.6,32.4
1297,Épargnants peu actifs,5,2,2,3,46,545.5,4232.5
1298,Champions,5,4,4,0,153,3341.85,59.45
1299,Clients réguliers,4,3,3,12,75,941.02,246.98
1300,Champions,5,4,5,0,154,3774.53,588.06
1301,Champions,5,4,4,1,169,2511.21,8.83
1302,Occasionnels,5,2,2,1,54,547.9,782.1
1303,Champions,5,4,4,1,122,2826.61,370.45
1304,Champions,5,4,4,0,109,2970.99,693.28
1305,Épargnants peu actifs,5,2,2,0,54,475.27,4180.73
1306,Occasionnels,5,1,1,1,22,255.5,1339.5
1307,Champions,5,4,4,1,154,3194.2,95.39
1308,Champions,5,4,4,0,130,2495.36,1569.85
1309,Clients réguliers,5,3,3,1,68,1027.06,9.94
1310,Occasionnels,5,2,3,1,54,879.5,766.5
1311,Champions,5,4,4,0,124,2078.74,2231.39
1312,Champions,5,4,4,0,101,1817.51,1577.43
1314,Clients réguliers,5,3,3,1,83,1099.26,303.74
1317,Clients réguliers,5,3,2,0,59,642.85,486.15
1318,Champions,5,4,4,4,120,2000.76,10.73
1319,Champions,5,4,4,4,112,2751.89,605.49
1320,Occasionnels,5,2,3,4,44,1039.23,924.77
1322,Clients réguliers,5,3,2,0,70,618.4,1233.6
1323,Champions,5,4,4,0,130,2469.46,327.56
1324,Occasionnels,5,2,2,4,43,507.65,1031.35
1326,Champions,5,4,4,0,103,2071.67,5.32
1327,Champions,5,4,4,0,155,2738.9,220.26
1328,Champions,5,4,4,0,134,3252.03,12.9
1329,Champions,5,4,5,2,137,3376.47,23.25
1330,Champions,5,4,4,1,115,2427.87,1602.68
1331,Clients réguliers,5,3,3,0,61,963.44,703.56
1332,Clients réguliers,5,3,2,0,61,590.4,277.6
1334,Clients réguliers,5,3,3,4,66,749.78,3801.22
1335,Occasionnels,5,2,2,0,54,481.41,174.59
1336,Occasionnels,4,2,2,16,34,587.84,8.16
1337,Occasionnels,5,2,2,4,54,686.92,134.08
1338,Épargnants peu actifs,5,2,3,0,40,949.38,3564.62
1339,Occasionnels,4,2,2,22,39,515.18,6.82
1340,À risque,3,1,2,51,26,330.69,64.31
1342,Champions,5,4,4,0,142,2759.7,517.46
1343,Clients réguliers,5,3,2,1,60,590.24,1907.76
1344,Champions,4,4,4,13,110,2249.98,181.8
1345,Clients réguliers,4,3,3,12,70,1000.34,697.66
1346,Occasionnels,4,2,2,30,45,662.85,227.15
1347,Épargnants peu actifs,5,2,1,2,33,156.2,8402.8
1348,Occasionnels,5,1,1,1,8,101.36,2148.64
1349,Champions,5,4,4,1,146,2417.34,3152.05
1351,Champions,5,4,4,1,142,3013.14,410.05
1352,Clients réguliers,5,3,2,3,64,659.97,1663.03
1353,Occasionnels,5,1,2,6,19,296.62,1250.38
1355,Épargnants peu actifs,4,2,1,24,31,245.06,9126.94
1356,Occasionnels,5,2,2,7,41,380.73,311.27
1357,Clients réguliers,5,3,2,0,75,638.61,453.39
1358,Épargnants peu actifs,5,2,2,1,50,695.03,11769.97
1359,Champions,5,4,4,0,109,2691.19,250.92
1360,Champions,5,4,5,2,152,3522.73,701.47
1361,Occasionnels,5,2,3,2,50,734.76,1619.24
1362,Épargnants peu actifs,4,2,1,13,35,232.97,6374.03
1363,Champions,5,4,4,0,119,2425.58,245.04
1364,Épargnants peu actifs,5,2,2,3,52,423.94,13239.06
1365,Champions,5,4,4,1,122,2261.43,979.97
1366,Occasionnels,5,2,2,4,42,448.44,316.56
1367,Champions,5,4,4,0,146,2844.16,355.17
1368,Épargnants peu actifs,5,2,3,3,51,728.09,14594.91
1369,Champions,5,4,4,1,148,3246.7,395.49
1371,Champions,5,4,5,1,140,3413.98,576.28
1372,Champions,5,4,4,2,125,3059.45,745.58
1374,Champions,5,4,4,0,153,3253.18,673.5
1375,Clients réguliers,5,3,2,2,69,661.74,980.26
1376,Champions,5,4,4,0,136,2933.53,17.13
1377,Champions,5,4,4,0,137,2567.84,190.4
1378,Clients réguliers,5,3,2,1,59,349.29,4710.71
1379,Champions,5,4,4,2,138,2946.9,562.54
1380,Champions,5,4,4,0,143,2565.95,115.22
1381,Champions,5,4,4,1,111,2636.07,4.8
1382,Champions,5,4,5,0,132,3389.7,1846.99
1383,Champions,5,4,4,3,128,3215.79,1463.47
1384,Occasionnels,5,2,2,0,52,580.43,293.57
1385,Champions,5,4,4,1,145,1976.37,229.95
1386,Clients réguliers,5,3,2,3,70,397.34,598.66
1388,Occasionnels,5,2,2,4,35,632.38,339.62
1389,Clients réguliers,5,3,3,1,58,734.35,328.65
1390,Clients réguliers,5,3,3,0,67,916.85,769.15
1391,Champions,5,4,4,2,129,2026.65,760.74
1393,Occasionnels,5,2,2,3,42,417.4,1600.6
1394,Champions,5,4,4,3,116,2553.19,8.94
1395,Champions,5,4,4,1,107,2190.17,499.27
1396,Clients réguliers,5,3,3,0,58,730.6,759.4
1397,Champions,5,4,4,1,127,2076.57,223.02
1399,À risque,2,2,2,66,41,438.16,340.84
1400,Clients réguliers,5,3,2,3,58,495.29,1213.71
1401,À risque,2,1,1,89,25,93.57,25.43
1402,Clients réguliers,5,3,3,0,68,1013.92,2022.08
1403,Champions,5,4,4,0,136,2122.63,156.47
1404,Occasionnels,5,2,2,2,53,677.99,726.01
1405,À risque,2,2,2,71,30,352.44,158.56
1406,À risque,2,2,2,84,36,512.9,523.1
1407,Champions,5,4,4,0,134,2523.37,930.86
1409,Clients réguliers,5,3,3,2,64,737.3,11024.7
1410,Occasionnels,5,2,2,2,39,309.98,48.02
1411,Occasionnels,5,2,2,1,45,545.24,412.76
1412,Champions,5,4,4,0,101,3006.5,30.69
1413,Épargnants peu actifs,4,2,1,10,45,259.63,4921.37
1414,Épargnants peu actifs,5,2,2,1,56,471.96,11555.04
1415,Occasionnels,5,2,3,1,55,862.18,211.82
1416,Occasionnels,5,2,2,0,52,621.27,28.73
1418,Occasionnels,5,2,1,0,42,238.23,838.77
1419,Clients réguliers,5,3,4,0,78,1300.51,606.55
1420,Occasionnels,5,2,2,0,48,332.36,464.64
1421,Champions,5,4,4,0,114,2074.55,376.72
1422,Épargnants peu actifs,5,2,3,0,52,850.27,3817.73
1423,Clients réguliers,5,3,4,0,62,1730.17,926.57
1424,Clients réguliers,5,3,2,1,60,679.05,260.95
1425,Champions,5,4,4,3,110,2807.13,2066.05
1426,Épargnants peu actifs,5,2,1,3,43,136.39,6822.61
1427,Endormis,1,1,1,91,14,147.44,269.56
1428,Clients réguliers,5,3,2,6,61,534.35,82.65
1430,Occasionnels,5,2,2,1,57,470.83,2037.17
1431,Champions,5,4,4,1,100,1953.6,76.09
1432,Champions,5,4,4,0,95,1831.14,2440.5
1433,Occasionnels,5,2,2,0,52,492.02,419.98
1434,Champions,5,4,4,0,101,1615.34,58.32
1435,Champions,5,4,4,5,97,1586.27,4.97
1436,Occasionnels,5,2,3,3,44,705.16,192.84
1437,Occasionnels,5,2,3,2,53,702.41,370.59
1438,Occasionnels,5,2,2,0,51,529.04,210.96
1439,Occasionnels,5,2,2,4,43,330.03,3.97
1440,Clients réguliers,5,4,3,0,90,1027.08,738.38
1441,Occasionnels,5,2,2,1,35,287.37,17.63
1442,Champions,5,4,4,1,102,2130.01,974.82
1443,Occasionnels,4,2,1,25,40,234.91,511.09
1444,Champions,5,4,4,2,117,2321.33,7.76
1445,Occasionnels,5,2,2,4,39,492.86,949.14
1446,Occasionnels,4,2,3,10,46,721.1,2331.9
1447,Occasionnels,5,2,2,1,55,399.02,1323.98
1448,Clients réguliers,5,3,2,0,65,572.59,465.41
1450,Champions,5,4,4,0,118,2018.57,173.32
1451,Clients réguliers,5,3,4,1,66,2137.51,1038.24
1452,Occasionnels,5,2,2,3,33,347.25,731.75
1453,Occasionnels,5,2,2,3,47,437.18,1622.82
1454,Épargnants peu actifs,5,2,1,4,41,284.17,12638.83
1455,Occasionnels,5,2,2,3,41,309.47,309.53
1457,Épargnants peu actifs,5,2,2,1,36,310.67,14393.33
1458,Occasionnels,5,2,2,3,43,395.5,202.5
1460,Occasionnels,5,2,2,4,40,385.75,1.25
1461,Occasionnels,4,2,1,16,40,229.25,3.75
1463,Clients réguliers,5,3,3,2,72,1145.5,7649.5
1464,Occasionnels,5,2,3,0,51,823.62,5.38
1465,Champions,5,4,4,1,101,2009.7,918.62
1466,Occasionnels,5,2,3,3,55,786.67,443.33
1468,À risque,2,1,1,70,10,15.73,1578.27
1469,À risque,3,1,2,42,19,527.83,9.17
1470,Occasionnels,5,2,2,1,39,506.72,1734.28
1471,Champions,5,4,4,4,132,2527.79,896.05
1473,Champions,5,4,4,0,104,1715.45,11.13
1474,Champions,5,4,4,6,85,1681.95,681.95
1475,Clients réguliers,5,3,4,1,83,2164.94,1432.09
1476,Champions,5,4,4,0,94,2398.26,83.18
1478,Champions,5,4,4,0,98,1619.3,272.63
1480,Champions,5,4,4,0,127,2701.72,450.78
1481,Clients réguliers,5,3,2,0,67,597.49,9158.51
1482,Épargnants peu actifs,5,1,1,1,17,39.58,9795.42
1483,Épargnants peu actifs,5,2,2,1,32,452.98,5957.02
1484,Clients réguliers,5,3,2,1,61,594.01,58.99
1485,Occasionnels,5,2,3,2,44,726.17,763.83
1486,Champions,5,4,4,2,96,2360.86,731.1
1488,Champions,5,4,4,1,112,1601.17,20.27
1489,Occasionnels,5,2,2,2,53,695.97,31.03
1490,Champions,5,4,4,2,119,2106.53,207.16
1491,Champions,5,4,4,0,91,1549.44,230.56
1492,Occasionnels,5,1,1,5,9,139.62,1519.38
1493,Champions,5,4,4,0,114,2856.89,411.96
1494,Occasionnels,5,2,2,3,49,490.82,10.18
1495,Occasionnels,5,2,2,5,33,413.23,23.77
1497,Occasionnels,5,2,2,0,56,477.76,314.24
1498,Épargnants peu actifs,5,1,1,0,10,200.95,6203.05
1499,Champions,5,4,4,0,114,2538.03,276.65
1500,Épargnants peu actifs,3,2,2,50,41,360.9,4661.1
1502,Occasionnels,5,2,2,0,52,407.17,54.83
1503,Épargnants peu actifs,5,2,2,4,36,385.47,6231.53
1504,Clients réguliers,5,3,3,1,59,776.69,161.31
1505,À risque,3,2,2,59,30,401.76,385.24
1506,Champions,5,4,4,4,110,1800.31,245.62
1507,Occasionnels,4,2,2,13,32,304.9,6.1
1508,Champions,5,4,4,4,103,2605.11,270.75
1509,Occasionnels,5,2,3,0,45,722.97,201.03
1510,Champions,5,4,4,7,112,1293.83,7.27
1511,Champions,5,4,4,0,120,2417.3,703.97
1512,Occasionnels,5,2,1,4,56,278.64,360.36
1513,Occasionnels,4,1,2,30,21,328.67,15.33
1514,À risque,3,2,2,40,37,557.9,328.1
1515,Champions,5,4,4,1,93,2460.17,1128.77
1517,Occasionnels,5,2,3,1,40,816.8,761.2
1518,Occasionnels,4,2,2,9,45,491.16,167.84
1519,Clients réguliers,5,3,3,0,73,926.22,136.26
1520,Clients réguliers,5,3,4,0,74,1944.14,520.55
1521,Occasionnels,5,2,3,3,44,708.14,637.0
1522,Occasionnels,4,2,1,8,35,245.2,1192.8
1523,Occasionnels,5,1,2,6,26,289.49,1525.51
1524,Occasionnels,5,2,3,0,48,926.89,1008.63
1525,Occasionnels,5,1,1,2,28,163.0,30.0
1526,Occasionnels,5,2,1,0,41,257.43,434.57
1527,À risque,3,1,1,50,21,228.42,540.58
1528,Occasionnels,5,2,3,2,54,1051.62,135.53
1529,Occasionnels,5,1,2,3,26,459.21,68.79
1530,Occasionnels,5,2,4,7,55,1538.31,47.04
1532,Occasionnels,5,1,2,1,22,530.24,2088.76
1534,Épargnants peu actifs,5,1,1,2,21,96.32,5749.68
1535,Clients réguliers,5,3,4,1,74,1649.16,19.9
1536,Clients réguliers,5,3,4,0,80,1536.78,3.57
1537,Clients réguliers,5,3,3,0,70,777.27,570.58
1538,Clients réguliers,5,4,3,0,90,1026.85,0.41
1539,Clients réguliers,5,3,4,0,59,1576.23,187.93
1540,Clients réguliers,5,3,3,1,58,1120.92,6.42
1541,Occasionnels,5,2,2,2,40,321.31,26.69
1542,Occasionnels,5,2,2,2,43,557.1,447.9
1543,Occasionnels,4,1,2,26,23,352.52,2623.48
1544,Occasionnels,5,1,1,0,24,214.22,34.78
1545,Occasionnels,5,2,1,1,29,126.2,283.8
1546,Occasionnels,5,2,2,4,31,579.45,38.55
1547,Occasionnels,5,2,2,1,37,490.08,428.92
1548,Clients réguliers,5,3,4,3,70,1472.4,585.9
1549,Clients réguliers,5,3,3,0,69,1153.0,356.0
1550,Occasionnels,5,2,2,1,31,409.35,443.65
1551,Occasionnels,5,1,1,1,9,54.59,982.41
1552,Occasionnels,5,1,2,0,27,356.5,25.5
1553,Occasionnels,5,1,1,4,16,72.44,0.56
1554,Occasionnels,5,2,1,3,29,240.6,987.4
1555,Épargnants peu actifs,5,2,1,0,33,277.25,2645.75
1556,À risque,2,1,1,65,17,27.86,844.14
1557,Clients réguliers,5,3,4,1,76,1405.57,1.93
1558,Clients réguliers,5,3,2,0,61,385.43,124.57
1559,Occasionnels,5,2,3,1,38,735.27,577.73
1560,Occasionnels,5,2,1,7,29,209.27,2368.73
1561,Épargnants peu actifs,5,1,1,2,24,101.91,6781.09
1563,Occasionnels,5,2,3,0,38,722.14,888.24
1564,Champions,5,4,4,0,85,1982.15,820.23
1565,Occasionnels,5,2,2,1,37,328.88,275.12
1567,Clients réguliers,5,3,4,0,61,1269.11,773.72
1568,Clients réguliers,5,3,3,0,67,1218.77,1530.39
1569,Occasionnels,5,1,1,2,28,267.23,10.77
1570,Épargnants peu actifs,4,2,1,15,31,144.17,2891.83
1571,Occasionnels,5,2,2,6,34,462.91,239.09
1572,Occasionnels,4,1,2,9,22,320.19,120.81
1573,Clients réguliers,5,3,3,0,66,1098.56,126.0
1574,Clients réguliers,5,3,4,0,71,1593.08,1246.36
1576,Occasionnels,5,1,1,7,24,254.11,1668.89
1577,Occasionnels,5,2,2,4,32,636.36,231.64
1578,Épargnants peu actifs,5,2,1,2,41,169.0,23203.0
1579,Clients réguliers,5,3,4,0,58,1591.87,1140.69
1580,Occasionnels,5,2,1,4,38,273.46,1306.54
1581,Clients réguliers,5,3,4,0,77,2232.16,158.87
1582,Clients réguliers,5,3,3,0,77,1183.13,729.45
1583,Clients réguliers,5,3,4,2,69,1382.03,482.19
1584,Clients réguliers,5,3,4,0,67,2310.44,1007.84
1585,Occasionnels,5,2,2,2,34,352.75,527.25
1588,Occasionnels,4,1,2,9,28,394.38,2.62
1589,Clients réguliers,5,3,4,2,62,1500.74,315.02
1590,Occasionnels,5,2,2,3,53,553.85,13.02
1591,Occasionnels,5,1,1,1,14,123.71,1523.29
1592,Occasionnels,5,2,2,3,39,386.4,288.6
1594,Épargnants peu actifs,4,2,1,8,33,46.97,8015.03
1595,À risque,3,1,1,38,10,104.88,338.12
1598,Champions,5,4,4,5,84,1237.91,7.48
1599,Occasionnels,5,1,2,1,28,500.24,140.76
1600,Clients réguliers,5,3,4,0,78,1533.4,48.41
1601,Champions,5,4,4,3,87,1769.01,3.5
1603,Occasionnels,4,2,2,12,40,555.12,9.88
1604,Occasionnels,5,2,2,2,34,594.74,557.26
1605,Occasionnels,5,2,1,4,48,255.23,173.77
1606,Épargnants peu actifs,5,1,1,6,20,207.57,5609.43
1607,Clients réguliers,5,3,4,0,70,1319.83,1342.15
1608,Occasionnels,5,1,1,3,17,86.54,0.46
1609,Clients réguliers,5,3,4,1,65,1524.93,112.2
1610,Occasionnels,5,2,4,0,50,1524.91,496.68
1611,Clients réguliers,5,3,4,1,81,1484.45,236.56
1612,Épargnants peu actifs,5,2,2,5,28,331.88,5994.12
1613,À risque,3,1,1,37,12,199.06,1268.94
1615,Clients réguliers,5,3,4,2,61,1403.25,47.42
1616,Clients réguliers,5,3,4,0,77,2480.64,902.6
1617,Clients réguliers,5,3,4,4,81,1582.27,549.09
1618,Clients réguliers,5,3,4,1,79,1310.42,604.51
1619,Champions,5,4,4,0,108,1459.65,102.16
1620,Clients réguliers,5,3,3,3,65,932.71,22.89
1621,Occasionnels,4,1,1,12,3,19.01,2427.99
1622,Épargnants peu actifs,4,1,1,11,22,60.37,3000.63
1624,Occasionnels,5,1,1,4,16,88.65,1.35
1625,Occasionnels,5,2,2,0,28,384.8,711.93
1626,Clients réguliers,5,3,4,0,79,2258.16,245.12
1627,Occasionnels,5,2,2,0,46,628.85,1443.15
1628,Clients réguliers,5,3,4,0,81,2250.36,68.29
1629,À risque,3,2,2,36,29,406.49,20.51
1630,Occasionnels,5,2,2,2,33,460.05,465.95
1631,Occasionnels,4,1,1,8,26,269.89,1.11
1632,Occasionnels,5,2,1,4,29,146.94,2217.06
1633,Occasionnels,5,2,2,1,36,479.6,879.4
1634,Occasionnels,5,2,3,0,51,1170.37,48.1
1635,Occasionnels,5,2,2,0,37,297.97,709.03
1636,Occasionnels,5,2,2,0,38,671.89,461.36
1637,Occasionnels,5,2,3,2,43,1001.93,1006.19
1638,Occasionnels,5,1,1,1,17,187.22,6.78
1639,Occasionnels,4,1,1,26,5,19.92,20.08
1641,Occasionnels,5,2,3,0,43,828.52,210.22
1643,Occasionnels,5,1,2,0,19,392.52,0.48
1644,Occasionnels,5,1,1,0,15,180.03,267.97
1645,Occasionnels,5,2,2,0,43,589.68,68.02
1646,Occasionnels,5,1,1,0,17,209.99,24.01
1647,Occasionnels,5,2,3,1,53,1044.67,5.76
1648,Occasionnels,5,1,2,0,18,293.82,1489.18
1649,Occasionnels,5,1,2,0,22,341.6,2.4
1650,Occasionnels,5,1,1,7,11,155.75,715.25
1651,Occasionnels,5,1,1,4,13,93.63,13.37
1652,Occasionnels,5,2,2,7,32,467.91,15.9
1653,Occasionnels,5,2,3,2,32,759.63,243.36
1654,Occasionnels,4,1,1,10,21,168.39,2308.61
1655,Occasionnels,5,1,1,1,17,90.26,428.74
1656,Occasionnels,5,1,1,4,20,232.47,171.53
1657,Occasionnels,5,1,2,6,25,506.98,575.02
1658,Occasionnels,5,2,3,0,45,735.07,748.6
1660,Occasionnels,5,2,3,0,30,771.72,625.75
1661,Occasionnels,4,1,1,9,19,146.46,95.54
1662,Occasionnels,4,1,1,27,13,103.34,647.66
1663,Épargnants peu actifs,4,1,1,8,12,40.2,5412.8
1664,Occasionnels,5,1,2,1,17,296.89,249.11
1665,Occasionnels,5,2,2,0,34,550.35,742.65
1667,Épargnants peu actifs,5,1,1,3,20,254.19,2881.81
1668,Occasionnels,5,1,1,2,20,277.01,539.99
1669,Occasionnels,5,2,2,0,47,512.19,309.48
1670,Occasionnels,4,1,1,17,8,70.2,7.8
1671,Occasionnels,5,1,2,5,22,365.63,1907.37
1673,Occasionnels,5,2,3,1,40,787.26,666.12
1674,Occasionnels,5,1,1,0,16,177.93,51.07
1675,Occasionnels,5,1,1,2,18,151.91,2.09
1676,Occasionnels,4,1,1,21,10,67.53,1904.47
1677,Occasionnels,5,1,2,3,25,501.47,217.53
1678,Occasionnels,5,2,2,6,41,682.32,11.76
1679,Occasionnels,5,1,2,3,24,352.96,861.04
1680,Occasionnels,5,1,2,1,12,321.33,204.67
1681,Occasionnels,5,2,2,0,41,702.14,723.42
1683,Occasionnels,5,2,2,4,39,557.93,285.64
1684,Occasionnels,5,2,3,0,42,1047.51,804.28
1685,Occasionnels,5,2,2,0,42,563.19,560.35
1686,Épargnants peu actifs,4,1,1,11,23,97.86,6501.14
1687,Occasionnels,5,2,3,1,50,936.77,83.93
1688,Clients réguliers,5,3,4,3,62,1414.77,977.46
1689,Occasionnels,5,2,3,0,42,775.66,60.33
1690,Occasionnels,5,2,3,0,46,1058.32,103.32
1691,Occasionnels,5,2,2,0,36,469.54,365.95
1692,Occasionnels,5,1,1,1,25,262.75,736.52
1693,Occasionnels,5,1,2,2,19,531.62,0.38
1694,Occasionnels,5,2,3,0,44,860.92,760.81
1696,Occasionnels,4,1,1,10,14,74.78,9.22
1697,Occasionnels,5,2,2,0,34,600.24,65.85
1698,Occasionnels,5,2,1,4,28,162.87,1228.13
1699,Occasionnels,4,1,1,13,18,276.92,41.08
1700,Épargnants peu actifs,5,1,1,0,22,150.63,4718.37
1701,Occasionnels,5,1,1,5,21,163.83,187.17
1702,Occasionnels,5,1,1,5,16,163.05,134.95
1703,Occasionnels,5,1,1,0,18,237.98,238.02
1704,Occasionnels,5,2,1,7,39,261.09,597.91
1706,Occasionnels,5,2,3,4,28,749.91,382.09
1707,Occasionnels,5,2,2,1,30,322.19,179.81
1708,Occasionnels,5,2,2,1,35,448.97,1523.23
1709,Épargnants peu actifs,5,1,1,1,19,148.6,5356.4
1710,Clients réguliers,5,3,3,5,64,1098.83,325.64
1711,Occasionnels,5,2,1,0,31,259.68,627.32
1712,Occasionnels,5,1,1,3,8,73.96,55.04
1713,Occasionnels,4,1,1,17,11,69.2,17.8
1714,Occasionnels,5,1,1,5,21,110.98,412.02
1715,Occasionnels,5,2,3,0,42,807.23,898.16
1716,Occasionnels,5,2,2,1,30,289.48,284.52
1717,Occasionnels,5,2,3,4,36,787.02,489.69
1718,Occasionnels,5,2,2,1,48,608.67,437.83
1719,Occasionnels,5,2,1,0,33,127.86,177.14
1720,Occasionnels,5,2,3,4,51,782.16,312.5
1721,Occasionnels,5,2,2,0,33,423.97,234.03
1722,Occasionnels,5,2,3,7,34,733.97,5.24
1723,Occasionnels,5,1,1,2,6,45.06,1656.94
1724,Occasionnels,5,1,2,0,24,288.93,47.07
1725,Occasionnels,5,2,2,2,30,508.11,645.64
1726,Occasionnels,5,2,1,6,32,138.66,569.34
1727,Occasionnels,5,2,2,0,36,590.33,108.51
1728,Occasionnels,5,2,2,0,37,433.84,7.73
1729,Occasionnels,5,1,1,1,23,129.59,1337.41
1730,Occasionnels,5,2,3,0,52,967.62,144.22
1731,Occasionnels,5,1,1,6,20,235.45,702.55
1732,Occasionnels,5,2,3,0,48,818.06,248.34
1733,Occasionnels,5,2,2,1,43,505.13,338.05
1734,Occasionnels,5,1,1,0,14,67.72,4.28
1735,Occasionnels,5,1,1,0,13,132.67,0.33
1736,Occasionnels,5,2,2,6,39,450.82,533.18
1737,Occasionnels,5,2,3,1,42,951.68,17.02
1738,Occasionnels,5,1,1,0,17,218.99,66.01
1739,Occasionnels,5,1,1,2,14,75.11,2.89
1741,Clients réguliers,5,3,3,0,61,1041.95,926.6
1742,Occasionnels,5,1,1,1,27,132.82,774.18
1743,Occasionnels,5,2,2,2,40,438.91,22.42
1744,Occasionnels,5,2,2,2,44,518.44,1339.59
1745,Occasionnels,5,2,3,2,52,901.53,178.95
1746,Occasionnels,5,2,3,0,57,936.38,236.52
1748,Occasionnels,5,1,1,1,19,162.15,1026.85
1750,Occasionnels,5,2,3,0,39,788.96,30.86
1752,Occasionnels,5,2,2,0,39,363.1,1000.42
1753,Occasionnels,5,1,1,0,26,110.5,282.5
1755,Occasionnels,5,1,1,5,17,185.77,200.23
1756,Occasionnels,5,1,1,2,15,80.62,2.38
1758,Occasionnels,5,1,1,1,2,0.0,206.0
1760,Occasionnels,5,1,1,1,8,113.42,483.58
1761,Occasionnels,5,1,1,4,10,60.45,699.55
1763,Occasionnels,5,1,1,1,4,0.0,286.0
1764,Occasionnels,5,1,1,5,2,0.0,56.0
1765,Occasionnels,5,1,1,5,8,45.71,1.29
1766,Occasionnels,5,1,1,2,3,64.24,1.76
1768,Occasionnels,5,1,1,1,19,138.07,184.93
1769,Occasionnels,5,1,1,0,3,37.33,11.67
1770,Occasionnels,5,1,1,3,5,15.78,51.22
1771,Occasionnels,5,1,1,0,11,135.02,10.98
1772,Occasionnels,5,1,1,3,6,25.81,1042.19
1774,Occasionnels,5,1,1,0,10,71.08,15.92
1775,Épargnants peu actifs,5,1,1,1,9,120.55,4173.45
1776,Occasionnels,5,1,1,7,18,283.08,421.92
1777,Occasionnels,5,1,1,4,7,48.07,2.93
1778,Occasionnels,5,1,1,2,12,134.81,6.19
1779,Épargnants peu actifs,5,1,1,0,12,217.41,2916.59
1780,Occasionnels,5,1,1,2,10,0.0,745.0
1781,Occasionnels,5,1,1,1,5,172.94,64.06
1782,Occasionnels,5,1,1,0,2,0.0,159.0
1784,Épargnants peu actifs,5,1,1,4,7,54.24,4106.76
1788,Occasionnels,5,1,1,0,17,190.61,366.39
1789,Occasionnels,5,1,1,4,8,132.59,158.41
1790,Épargnants peu actifs,4,1,1,11,9,28.64,2899.36
1792,Occasionnels,5,1,1,2,6,19.0,176.0
1793,Occasionnels,5,1,1,1,3,12.65,600.35
1794,Occasionnels,5,1,1,1,7,126.35,385.65
1795,Occasionnels,5,1,1,0,7,17.17,282.83
1797,Occasionnels,4,1,1,12,2,0.0,1068.0
1798,Occasionnels,5,1,1,6,11,36.25,0.75
1799,Occasionnels,5,1,1,0,15,108.51,45.49
1800,Occasionnels,5,1,1,2,10,106.62,57.38
1801,Occasionnels,5,1,1,3,10,123.85,8.15
1803,Occasionnels,5,1,1,0,6,71.07,15.93
1805,Occasionnels,5,1,1,1,10,93.71,161.29
1806,Occasionnels,5,1,1,2,3,7.23,127.77
1807,Occasionnels,5,1,2,3,15,286.43,2.57
1809,Occasionnels,5,1,1,0,13,129.54,26.46
1810,Occasionnels,5,1,1,3,9,69.15,280.85
1811,Occasionnels,5,1,1,7,6,78.99,53.01
1812,Occasionnels,5,2,2,0,39,522.64,301.28
1814,Occasionnels,5,1,1,0,8,101.99,252.01
1815,Occasionnels,5,1,1,3,2,0.0,1970.0
1817,Occasionnels,5,1,1,2,2,0.0,54.0
1818,Occasionnels,5,1,1,2,19,62.98,2283.02
1819,Occasionnels,5,1,1,4,4,32.43,125.57
1820,Occasionnels,5,1,1,5,14,147.96,217.04
1821,Occasionnels,5,1,1,0,8,110.43,18.57
1822,Occasionnels,5,1,1,3,13,46.84,171.16
1823,Occasionnels,5,1,1,0,8,112.41,2.59
1824,Occasionnels,5,1,1,7,12,76.39,1.61
1826,Occasionnels,5,1,1,1,18,50.88,8.12
